Feature_Name,Diameter,Center_Latitude,Center_Longitude,Northern_Latitude,Southern_Latitude,Eastern_Longitude,Western_Longitude,Feature_Type,Quad,Approval_Status,Origin
Sytinskaya,89.16,42.42,-53.06,43.17,41.67,-52.03,-54.07,"Crater, craters",mc04,Approved,Nadezhda Nikolaevna; Soviet astronomer (1906-1974).
Tábor,19.11,-35.5,-58.33,-35.34,-35.66,-58.12,-58.52,"Crater, craters",mc26,Approved,Town in the Czech Republic.
Tabou,7.68,-45.1,-35.04,-45.04,-45.17,-34.95,-35.13,"Crater, craters",mc26,Approved,Town in Ivory Coast.
Tader Valles,200,-48.78,-152.3,-47.98,-50.21,-151.2,-154.1,"Vallis, valles",mc24,Approved,"Ancient name for present Segura River, Spain."
Taejin,28.06,-35.2,85.66,-34.97,-35.44,85.95,85.37,"Crater, craters",mc28,Approved,Town in the Republic of Korea.
Tagus Valles,144.58,-6.68,114.54,-5.46,-7.86,115.2,114.06,"Vallis, valles",mc22,Approved,"Ancient and modern river in Spain, Portugal."
Tak,5.21,-26.02,-28.65,-25.98,-26.07,-28.6,-28.7,"Crater, craters",mc19,Approved,Town in Thailand.
Tala,8.51,-20.34,112.79,-20.27,-20.41,112.87,112.72,"Crater, craters",mc22,Approved,Town in Tunisia.
Talas,30,-35.67,75.37,-35.41,-35.93,75.68,75.06,"Crater, craters",mc28,Approved,Town in Kyrgyzstan.
Talsi,9.59,-41.53,-49.37,-41.44,-41.61,-49.26,-49.47,"Crater, craters",mc26,Approved,Town in Latvia.
Taltal,10,-39.51,-125.79,-39.43,-39.59,-125.68,-125.9,"Crater, craters",mc24,Approved,Town in Chile.
Talu,10,-40.35,20.09,-40.28,-40.43,20.2,19.98,"Crater, craters",mc27,Approved,Town in Indonesia.
Tame,13.8,-22.73,-107.99,-22.61,-22.84,-107.86,-108.12,"Crater, craters",mc17,Approved,Town in Colombia.
Tanaica Montes,178.55,39.55,-90.83,40.55,38.35,-89.26,-92.33,"Mons, montes",mc03,Approved,Classical albedo name.
Tanais,0,49.67,-70,49.67,49.67,-70,-70,Albedo Feature,mc03,Approved,"Present River Don, Russia."
Tanais Fossae,172.95,38.74,-86.49,40.18,37.31,-85.96,-86.81,"Fossa, fossae",mc03,Approved,Classical albedo name.
Tana Vallis,56.51,4.78,-27.89,5.18,4.51,-27.62,-28.22,"Vallis, valles",mc11,Approved,River in Kenya.
Tantalus Fluctus,794.34,35.93,-95.68,42.99,31.42,-91.14,-103.83,"Fluctus, fluctūs",mc03,Approved,Albedo feature name.
Tantalus Fossae,2361.86,49.83,-96.09,67.22,30.08,-68.92,-108.31,"Fossa, fossae",mc03,Approved,"From albedo feature at 35N, 110W."
Tara,32.94,-44.01,-52.84,-43.74,-44.29,-52.44,-53.22,"Crater, craters",mc26,Approved,Town in Ireland.
Tarakan,39.31,-41.21,-30.44,-40.88,-41.54,-30,-30.88,"Crater, craters",mc26,Approved,Town in Indonesia (Borneo).
Tarata,12.27,-3.78,-41.22,-3.68,-3.88,-41.11,-41.32,"Crater, craters",mc19,Approved,Town in Bolivia.
Tarma,9,16.54,109.85,16.61,16.46,109.93,109.78,"Crater, craters",mc14,Approved,Town in Peru.
Tarq,35.36,-38.1,171.22,-37.79,-38.39,171.59,170.86,"Crater, craters",mc29,Approved,Town in Iran.
Tarrafal,4.89,24.26,-19.18,24.3,24.23,-19.14,-19.23,"Crater, craters",mc11,Approved,Town in Cape Verde.
Tarsus,18.55,23.12,-40.26,23.27,22.96,-40.09,-40.43,"Crater, craters",mc11,Approved,Town in Turkey.
Tartarus Colles,1672.69,21.24,175.19,32.64,10.49,-170.3,160.31,"Collis, colles",mc15,Approved,"From albedo feature at 2N, 183W."
Tartarus Montes,1086.46,15.46,167.54,22.04,9.76,173.86,159.89,"Mons, montes",mc15,Approved,Classical albedo feature name.
Tartarus Rupes,97.46,-6.5,175.71,-5.79,-7.19,176.09,175.35,"Rupes, rupēs",mc23,Approved,"Named for albedo feature at 2N, 183W."
Tartarus Scopulus,251.31,-4.23,177.25,-2.86,-5.49,178.5,176.16,"Scopulus, scopuli",mc23,Approved,"Named for albedo feature at 12S, 182W."
Taus Vallis,10.4,-4.85,-148.32,-4.78,-4.93,-148.32,-148.36,"Vallis, valles",mc16,Approved,Classical river in Caledonia (Scotland).
Tavua,31.56,15.62,117.61,15.89,15.36,117.89,117.34,"Crater, craters",mc14,Approved,Town in Fiji. 
Taxco,17.36,20.67,-40.13,20.81,20.52,-39.98,-40.29,"Crater, craters",mc11,Approved,Town in Mexico.
Taytay,18.17,7.39,-19.6,7.54,7.24,-19.44,-19.75,"Crater, craters",mc11,Approved,Town in the Philippines.
Taza,24.28,-43.57,-45.3,-43.37,-43.78,-45.01,-45.57,"Crater, craters",mc26,Approved,Town in Morocco.
Tecolote,47.93,-24.55,-106.84,-24.15,-24.95,-106.39,-107.28,"Crater, craters",mc17,Approved,"Town in New Mexico, USA."
Tehachapi,26,36.57,-30.42,36.8,36.36,-30.15,-30.68,"Crater, craters",mc04,Approved,"Town in California, USA."
Teisserenc de Bort,114.89,0.43,45.07,1.4,-0.54,46.04,44.1,"Crater, craters",mc13,Approved,Leon P.; French meteorologist (1855-1913).
Tejn,3.77,15.39,106.42,15.42,15.36,106.46,106.39,"Crater, craters",mc14,Approved,Town in Denmark.
Telz,3.19,21.16,111.12,21.19,21.13,111.15,111.09,"Crater, craters",mc14,Approved,Town in Germany.
Tem',5.88,41.91,-9.45,41.96,41.86,-9.39,-9.52,"Crater, craters",mc04,Approved,Town in Russia.
Tempe,0,39.67,-70,39.67,39.67,-70,-70,Albedo Feature,mc03,Approved,Greek valley south of Mt. Olympus noted for its beauty.
Tempe Colles,34.49,33.75,-82.56,33.93,33.53,-82.26,-82.88,"Collis, colles",mc03,Approved,Classical albedo name.
Tempe Fossae,2116.24,40.42,-71.4,52.35,30.72,-50.14,-89.27,"Fossa, fossae",mc03,Approved,"From albedo feature at 40N, 70W."
Tempe Mensa,55.39,27.94,-71.59,28.39,27.48,-71.21,-72.04,"Mensa, mensae",mc10,Approved,"From albedo feature at 40N, 70W."
Tempe Terra,1954.94,38.69,-70.61,54.08,25.78,-50.84,-92.94,"Terra, terrae",mc03,Approved,"From albedo feature at 40N, 70W."
Tenuis Cavus,51.53,84.76,1.39,85.08,84.38,3.96,-2.6,"Cavus, cavi",mc01,Approved,Classical albedo feature name.
Tenuis Mensa,120.92,81.13,-92.96,81.57,80.61,-86.6,-99.22,"Mensa, mensae",mc01,Approved,Classical albedo feature name.
Tepko,3.98,15.21,103.51,15.24,15.18,103.55,103.48,"Crater, craters",mc14,Approved,Town in Australia.
Terby,171.5,-27.96,74.14,-26.52,-29.41,75.78,72.5,"Crater, craters",mc21,Approved,Francois J.; Belgian astronomer (1846-1911).
Termes Vallis,55.6,-11.11,-157.01,-10.7,-11.47,-156.89,-157.16,"Vallis, valles",mc16,Approved,"Classical river in ancient Lusitania, present Tormes River, Spain."
Terra Cimmeria,5855.87,-32.68,147.75,12.13,-73.54,179.66,98.79,"Terra, terrae",mc29,Approved,Classical albedo feature name.
Terra Sabaea,4688.44,2.72,51.3,42.16,-36.85,82,9.16,"Terra, terrae",mc13,Approved,Classical albedo feature name.
Terra Sirenum,3635.18,-39.49,-154.15,-11.4,-67.57,-110.32,-179.93,"Terra, terrae",mc24,Approved,Classical albedo feature name.
Teviot Vallis,143.89,-43.37,102.26,-42.1,-43.89,102.35,100.94,"Vallis, valles",mc28,Approved,River in Scotland.
Tharsis,0,0,-100,0,0,-100,-100,Albedo Feature,,Approved,Connecting link between East and West; ancient Spanish town Tartessus.
Tharsis Montes,2058.91,1.57,-112.58,15.71,-11.62,-101.02,-123.64,"Mons, montes",mc09,Approved,Classical albedo feature name.
Tharsis Tholus,149.3,13.25,-90.69,14.48,12.02,-89.7,-91.9,"Tholus, tholi",mc09,Approved,Classical albedo feature name.
Thaumasia,0,-34.68,-85,-34.68,-34.68,-85,-85,Albedo Feature,mc25,Approved,"Named for Thaumas, god of clouds; Arabia."
Thaumasia Fossae,996.18,-47.75,-91.05,-40.66,-56.44,-79.4,-103.95,"Fossa, fossae",mc25,Approved,Classical albedo feature name.
Thaumasia Planum,799.6,-21.66,-65.22,-14.97,-28.47,-60.11,-69.97,"Planum, plana",mc18,Approved,"Albedo feature at 30S, 75W."
Thermia,2.76,19.67,109.17,19.69,19.64,109.2,109.15,"Crater, craters",mc14,Approved,Town in Greece.
Thila,5.37,18.11,155.52,18.16,18.06,155.57,155.48,"Crater, craters",mc15,Approved,Town in Yemen.
Thira,21.84,-14.47,175.98,-14.29,-14.66,176.17,175.79,"Crater, craters",mc23,Approved,Town on Santorini Island in the Aegean Sea.
Thom,22.06,-41.11,92.35,-40.92,-41.3,92.6,92.1,"Crater, craters",mc28,Approved,Town in Thailand.
Thoth,0,29.71,105,29.71,29.71,105,105,Albedo Feature,mc14,Approved,Egyptian messenger god.
Thule,13.07,-23.37,-25.72,-23.26,-23.48,-25.6,-25.84,"Crater, craters",mc19,Approved,Town in Greenland.
Thyles Montes,380,-69.88,126.54,-67.49,-73.08,136.05,119.17,"Mons, montes",mc30,Approved,Classical albedo feature name.
Thyles Rupes,548.75,-69.32,132.28,-64.56,-73.27,141.51,123.98,"Rupes, rupēs",mc30,Approved,Name and feature changes 1984 from Ultimi Cavi and Thyles Chasma.
Thymiamata,0,9.88,-10,9.88,9.88,-10,-10,Albedo Feature,mc11,Approved,"""Land of sweet-scented perfumes""; South Yemen or India."
Thymiamata Serpens,158,10.47,-7.83,11,9.96,-7.14,-8.86,"Serpens, serpentes",mc11,Approved,Classical albedo feature name.
Tibrikot,59.08,12.56,-54.87,13.06,12.06,-54.36,-55.39,"Crater, craters",mc10,Approved,Town in Nepal.
Tignish,20.98,-30.74,87.04,-30.56,-30.91,87.25,86.84,"Crater, craters",mc28,Approved,"Town in Prince Edward Island, Canada."
Tigre Valles,102.82,-12.02,-37.09,-11.28,-12.71,-36.22,-37.97,"Vallis, valles",mc19,Approved,River in Peru.
Tikhonravov,343.7,13.28,35.93,16.18,10.38,38.91,32.95,"Crater, craters",mc12,Approved,M. K.; Russian rocket scientist (1900-1974).
Tikhov,110.07,-50.68,105.8,-49.75,-51.61,107.27,104.33,"Crater, craters",mc28,Approved,Gavril A.; Russian astronomer (1875-1960).
Tile,8.47,17.73,-28.62,17.8,17.65,-28.55,-28.7,"Crater, craters",mc11,Approved,Town in Somalia.
Timaru,18.4,-25.27,-22.34,-25.11,-25.42,-22.17,-22.51,"Crater, craters",mc19,Approved,Town in New Zealand.
Timbuktu,65.68,-5.56,-37.52,-5.01,-6.11,-36.96,-38.08,"Crater, craters",mc19,Approved,Town in Mali.
Timoshenko,86.11,41.76,-64,42.49,41.04,-63.02,-64.97,"Crater, craters",mc03,Approved,Ivan Fedorovich; Soviet astronomer (1918-1941).
Tinia Valles,17.83,-4.61,-148.88,-4.45,-4.77,-148.79,-148.96,"Vallis, valles",mc16,Approved,Classical river in Italy.
Tinjar Valles,400.58,37.54,124.27,39.09,35.26,126.11,120.98,"Vallis, valles",mc07,Approved,"Modern river in Sarawak, Malaysia."
Tinto Vallis,191.97,-3.97,111.5,-3.17,-5.38,111.53,110.61,"Vallis, valles",mc22,Approved,River in Spain.
Tisia Valles,384.05,-10.75,46.72,-9.57,-13.84,50.15,43.65,"Vallis, valles",mc21,Approved,"Ancient name for modern Tisza River, Ukraine."
Tithoniae Catenae,562,-5.5,-81.82,-4.94,-5.81,-77.47,-86.79,"Catena, catenae",mc18,Approved,Classical albedo feature name.
Tithoniae Fossae,838,-4.32,-83.04,-0.5,-7.53,-76.37,-89.57,"Fossa, fossae",mc18,Approved,Classical albedo name.
Tithonium Chasma,802.78,-4.6,-84.29,-3.68,-6.24,-77.35,-90.93,"Chasma, chasmata",mc18,Approved,Classical albedo feature name.
Tithonius Lacus,0,-4.94,-85,-4.94,-4.94,-85,-85,Albedo Feature,mc18,Approved,"""Tithonian Lake""; Tithonus received from his wife Eos eternal life but not eternal youth."
Tiu Valles,1720,16.23,-34.86,28.67,2.66,-28.67,-35.26,"Vallis, valles",mc11,Approved,"Word for ""Mars"" in old English (West Germanic)."
Tivat,3.62,-45.93,9.53,-45.9,-45.95,9.57,9.49,"Crater, craters",mc27,Approved,Town in Montenegro.
Tivoli,32.8,-14.33,100.91,-14.06,-14.59,101.13,100.69,"Crater, craters",mc22,Approved,Town in Grenada.
Tiwi,21.15,-27.56,-24.76,-27.38,-27.74,-24.55,-24.96,"Crater, craters",mc19,Approved,Town in Oman.
Toconao,17.16,-20.85,-74.69,-20.71,-21,-74.53,-74.84,"Crater, craters",mc18,Approved,Town in Chile.
Tokko,2.7,22.55,109.52,22.57,22.52,109.54,109.49,"Crater, craters",mc14,Approved,Town in Russia.
Tokma,3.28,21.31,108.57,21.34,21.28,108.6,108.54,"Crater, craters",mc14,Approved,Town in Russia.
Tolon,2.64,18.23,104.98,18.25,18.2,105,104.96,"Crater, craters",mc14,Approved,Town in Russia.
Tomari,5.29,19.98,113.78,20.02,19.94,113.82,113.74,"Crater, craters",mc14,Approved,Town in Russia.
Tombaugh,59.84,3.56,161.92,4.06,3.05,162.43,161.42,"Crater, craters",mc15,Approved,Clyde William; American astronomer (1906-1997).
Tombe,5.99,-42.4,-44.55,-42.35,-42.46,-44.48,-44.62,"Crater, craters",mc26,Approved,Town in Sudan.
Tomini,7.77,16.26,125.88,16.33,16.2,125.95,125.81,"Crater, craters",mc14,Approved,Town in Indonesia.
Tooting,27.86,23.21,-152.24,23.44,22.97,-151.98,-152.49,"Crater, craters",mc08,Approved,Town in England.
Topola,8,15.83,-92.21,15.89,15.77,-92.14,-92.27,"Crater, craters",mc09,Approved,Town in Serbia.
Torbay,6.33,17.87,114.08,17.93,17.82,114.14,114.02,"Crater, craters",mc14,Approved,Town in Australia.
Toro,41.4,17.04,71.82,17.38,16.69,72.18,71.45,"Crater, craters",mc13,Approved,Town in Spain. 
Torsö,15.3,-44.29,-51.18,-44.16,-44.41,-51,-51.36,"Crater, craters",mc26,Approved,Town in Sweden.
Torup,42.72,-27.89,97.81,-27.53,-28.25,98.22,97.4,"Crater, craters",mc22,Approved,Town in Sweden.
Tractus Albus,0,29.71,-80,29.71,29.71,-80,-80,Albedo Feature,mc10,Approved,"""White Tract"" in Latin."
Tractus Catena,910.57,27,-102.79,34.36,19.71,-99.87,-104.05,"Catena, catenae",mc09,Approved,Classical albedo feature name.
Tractus Fossae,403.06,25.89,-101.28,29.29,22.49,-99.33,-103.37,"Fossa, fossae",mc09,Approved,Classical albedo feature name.
Trebia Valles,179.8,32.08,150.12,33.63,30.6,151.5,148.58,"Vallis, valles",mc07,Approved,"Classical name for modern Trebbia River, Italy."
Trinacria,0,-24.74,92,-24.74,-24.74,92,92,Albedo Feature,mc22,Approved,Classical name for Sicily.
Trinidad,27.91,-23.38,109.05,-23.15,-23.62,109.31,108.8,"Crater, craters",mc22,Approved,Town in Peru.
Triolet,12.14,-37.09,-168.02,-36.99,-37.18,-167.9,-168.15,"Crater, craters",mc24,Approved,Town in the Republic of Mauritius.
Trivium Charontis,0,19.78,162,19.78,19.78,162,162,Albedo Feature,mc15,Approved,"""Crossroad of Charon""; meeting place of several netherworld Canals."
Troika,13.43,16.83,105.14,16.95,16.72,105.26,105.02,"Crater, craters",mc14,Approved,Town in Russia.
Trouvelot,148.77,16.09,-12.98,17.35,14.84,-11.67,-14.28,"Crater, craters",mc11,Approved,Étienne Léopold; French astronomer (1827-1895).
Troy,9.59,23.17,-52.62,23.26,23.09,-52.53,-52.7,"Crater, craters",mc10,Approved,"Town in Idaho, USA."
Trud,2.44,17.68,-31.59,17.7,17.66,-31.57,-31.61,"Crater, craters",mc11,Approved,Town in Russia.
Trumpler,75.35,-61.43,-150.71,-60.8,-62.07,-149.37,-152.03,"Crater, craters",mc24,Approved,Robert J.; American astronomer (1886-1956).
Tsau,6.61,49.49,121.06,49.55,49.44,121.14,120.97,"Crater, craters",mc07,Approved,Town in Botswana.
Tsukuba,1.86,48.58,134,48.6,48.57,134.02,133.97,"Crater, craters",mc07,Approved,Japanese mission control site.
Tuapi,4.48,16.98,104.34,17.02,16.94,104.38,104.3,"Crater, craters",mc14,Approved,Town in Nicaragua.
Tugaske,30.89,-31.78,-101.11,-31.52,-32.04,-100.8,-101.42,"Crater, craters",mc25,Approved,Town in Saskatchewan.
Tumul,8.68,14.71,104.61,14.78,14.63,104.69,104.53,"Crater, craters",mc14,Approved,Town in Russia.
Tungla,16.61,-40.77,89.64,-40.63,-40.91,89.83,89.46,"Crater, craters",mc28,Approved,Town in Nicaragua.
Tura,14.81,-26.63,-21.98,-26.51,-26.76,-21.83,-22.11,"Crater, craters",mc19,Approved,Town in Russia.
Turbi,30.59,-40.62,-51.45,-40.36,-40.88,-51.11,-51.79,"Crater, craters",mc26,Approved,Town in Kenya.
Turma,6.68,17.31,108.11,17.36,17.25,108.17,108.05,"Crater, craters",mc14,Approved,Town in Russia.
Tuscaloosa,59.66,-0.02,28.73,0.48,-0.53,29.24,28.23,"Crater, craters",mc20,Approved,"Town in Alabama, USA."
Tuskegee,62.88,-2.8,-36.09,-2.27,-3.33,-35.55,-36.61,"Crater, craters",mc19,Approved,"Town in Alabama, USA."
Tycho Brahe,105.27,-49.41,146.12,-48.75,-50.06,147.48,144.75,"Crater, craters",mc29,Approved,Danish astronomer (1546-1601).
Tyndall,83.05,39.73,169.97,40.43,39.03,170.89,169.07,"Crater, craters",mc07,Approved,John; British physicist (1820-1893).
Tyras Vallis,99.13,8.33,-50.15,8.67,7.81,-49.72,-50.4,"Vallis, valles",mc10,Approved,"Classical name for present Dniester River, Ukraine."
Tyrrhena Dorsa,779.4,-24.2,115.72,-19.4,-29.66,120.13,109.89,"Dorsum, dorsa",mc22,Approved,Albedo feature name.
Tyrrhena Fossae,305.55,-22.23,105.8,-20.04,-23.83,107.39,103.68,"Fossa, fossae",mc22,Approved,Classical albedo name.
Tyrrhena Patera,12.64,-21.39,106.63,-21.28,-21.49,106.73,106.51,"Patera, paterae",mc22,Approved,Classical albedo feature name.
Tyrrhena Terra,2470.14,-11.9,88.84,7.5,-33.36,108.7,72,"Terra, terrae",mc21,Approved,Classical albedo feature name.
Tyrrhenus Labyrinthus,102.68,-16.18,101.12,-15.38,-16.99,101.69,100.58,"Labyrinthus, labyrinthi",mc22,Approved,Classical albedo feature name.
Tyrrhenus Mons,269.77,-21.63,105.88,-19.52,-23.48,108.29,103.46,"Mons, montes",mc22,Approved,Classical albedo feature name.
Tyuratam,0.3,-45.04,-157.96,-45.04,-45.04,-157.96,-157.96,"Crater, craters",mc24,Approved,(Töretam) Township in Kazakhstan.
Ubud,27,-10.63,-18.32,-10.4,-10.9,-18.1,-18.5,"Crater, craters",mc19,Approved,Town in Indonesia.
Uchronia,0,69.78,100,69.78,69.78,100,100,Albedo Feature,mc01,Approved,"""Land of Agelessness."""
Udzha,42.87,81.92,77.35,82.29,81.56,79.94,74.76,"Crater, craters",mc01,Approved,Village in northern Russia.
Ulricehamn,2.34,17.95,76.91,17.97,17.93,76.93,76.89,"Crater, craters",mc13,Approved,Town in Sweden.
Ultima Lingula,551.28,-76.32,142.56,-71.7,-80.91,157.37,130.54,"Lingula, lingulae",mc30,Approved,Classical albedo feature name.
Ultimi Scopuli,560.47,-77.88,179.04,-71.12,-81.54,-139.09,147.31,"Scopulus, scopuli",mc30,Approved,Classical albedo feature name.
Ultimum Chasma,322.09,-81.1,151.37,-80.23,-82.92,167.92,133.07,"Chasma, chasmata",mc30,Approved,Classical albedo feature name.
Ulu,3.43,22.49,107.32,22.52,22.46,107.35,107.29,"Crater, craters",mc14,Approved,Town in Russia.
Ulya,8.02,-17.9,111.68,-17.84,-17.97,111.75,111.61,"Crater, craters",mc22,Approved,Town in Russia.
Ulysses Colles,84.81,6.14,-123.09,6.94,5.5,-122.47,-123.47,"Collis, colles",mc09,Approved,Classical albedo feature name.
Ulysses Fossae,849.94,9.95,-123.07,17.48,3.18,-116.47,-126.37,"Fossa, fossae",mc09,Approved,From albedo feature name.
Ulysses Patera,57.86,2.95,-121.42,3.39,2.47,-120.93,-121.91,"Patera, paterae",mc09,Approved,Classical albedo feature name.
Ulysses Tholus,102.47,2.96,-121.5,3.83,2.12,-120.67,-122.35,"Tholus, tholi",mc09,Approved,Classical albedo feature name. 
Ulyxis Rupes,383.09,-68.78,160.02,-65.63,-71.93,161.07,157.08,"Rupes, rupēs",mc30,Approved,Classical albedo feature name.
Umatac,17.16,42.52,137.26,42.66,42.37,137.46,137.06,"Crater, craters",mc07,Approved,"Town in Guam, USA."
Umbra,0,49.67,70,49.67,49.67,70,70,Albedo Feature,mc06,Approved,"Means ""Shadow"" in Latin."
Una Vallis,5,18.29,77.07,18.32,18.26,77.11,77.02,"Vallis, valles",mc13,Approved,River in Bosnia and Herzegovina and Croatia.
Uranius Dorsum,542.08,23.79,-75.04,27.89,21.15,-73.09,-78.82,"Dorsum, dorsa",mc10,Approved,Named for albedo feature.
Uranius Fossae,394.11,25.29,-90.13,28.6,21.98,-88.59,-91.69,"Fossa, fossae",mc09,Approved,Classical albedo feature name.
Uranius Mons,265.17,26.9,-92.15,29.06,24.59,-89.92,-94.54,"Mons, montes",mc09,Approved,Classical albedo feature name. 
Uranius Patera,114,26.32,-92.8,27.11,25.49,-91.84,-93.8,"Patera, paterae",mc09,Approved,Classical albedo feature name.
Uranius Tholus,61.39,26.25,-97.57,26.76,25.74,-96.99,-98.12,"Tholus, tholi",mc09,Approved,Classical albedo feature name.
Urk,2.89,23.11,111.42,23.13,23.08,111.45,111.39,"Crater, craters",mc14,Approved,Town in Netherlands.
Usiku Cavus,42,-11.2,-96.3,-10.9,-11.5,-95.9,-96.6,"Cavus, cavi",mc17,Approved,Swahili word for night.
Utan,4.73,24.24,113.81,24.28,24.2,113.85,113.76,"Crater, craters",mc14,Approved,Town in Russia.
Utopia,0,49.67,110,49.67,49.67,110,110,Albedo Feature,mc06,Approved,"Greek, meaning ""nowhere""; ideal state."
Utopia Planitia,3560.45,46.74,117.52,73.17,12.92,164.89,71.86,"Planitia, planitiae",mc06,Approved,Classical albedo feature name.
Utopia Rupēs,2492.68,43.53,86.03,63.12,22.15,104.78,67.31,"Rupes, rupēs",mc06,Approved,"Named for calssical albedo feature at 55N, 260W."
Uzboi Vallis,353.53,-29.46,-36.98,-27.05,-31.75,-35.08,-37.42,"Vallis, valles",mc19,Approved,Dry riverbed in Russia.
Uzer,9.24,-1.22,-1.75,-1.14,-1.3,-1.67,-1.82,"Crater, craters",mc19,Approved,Town in France.
Vaals,10.85,-3.96,-32.97,-3.87,-4.05,-32.88,-33.07,"Crater, craters",mc19,Approved,Town in the Netherlands.
Vaduz,2,38.24,15.79,38.25,38.22,15.81,15.77,"Crater, craters",mc05,Approved,Capital of the Principality of Liechtenstein.
Valga,15.7,-44.32,-36.64,-44.19,-44.45,-36.45,-36.82,"Crater, craters",mc26,Approved,Town in Estonia.
Valles Marineris,3761.28,-14.01,-58.59,-2.78,-18.33,-28.85,-92.4,"Vallis, valles",mc18,Approved,General name of the system of canyons honoring the scientific team of the Mariner 9 program.
Valverde,34.92,20.1,-55.76,20.39,19.8,-55.44,-56.07,"Crater, craters",mc10,Approved,Town in the Dominican Republic.
Varus Valles,90.12,-8.57,-155.99,-7.89,-9.32,-155.57,-156.52,"Vallis, valles",mc16,Approved,"Classical name for present Var River, France."
Vastitas Borealis,2002.91,87.73,32.53,82.08,48.25,0,0,"Vastitas, vastitates",mc01,Approved,Classical albedo feature name.
Vätö,17.24,-43.61,-53.69,-43.46,-43.75,-53.48,-53.88,"Crater, craters",mc26,Approved,Town in Sweden.
Vaux,5.99,17.96,-32.79,18.01,17.91,-32.73,-32.84,"Crater, craters",mc11,Approved,Town in France.
Vedra Valles,118,19.12,-55.48,19.59,19.06,-54.82,-56.47,"Vallis, valles",mc10,Approved,Ancient European river (Great Britain).
Verde Vallis,133,-0.5,29.88,0.25,-1.39,30.33,29.22,"Vallis, valles",mc20,Approved,"River in Arizona, USA."
Verlaine,38.84,-9.22,64.12,-8.9,-9.55,64.45,63.78,"Crater, craters",mc21,Approved,Town in France.
Vernal,55.51,5.9,-4.45,6.37,5.43,-3.97,-4.91,"Crater, craters",mc11,Approved,"Town in Utah, USA."
Very,114.81,-49.17,-177.03,-48.2,-50.14,-175.54,-178.5,"Crater, craters",mc24,Approved,Frank W.; American astronomer (1852-1927).
Viana,29.03,19.18,104.81,19.43,18.94,105.07,104.55,"Crater, craters",mc14,Approved,Town in Brazil.
Vichada Valles,438.31,-19.87,88.13,-16.26,-23.6,91.06,84.61,"Vallis, valles",mc21,Approved,River in Colombia.
